smiles,bbbp,mutagenicity,hia,plogp,qed,drd2,sas
COc1cc(C)c(-c2nc3ccccc3c(=O)n2N=Cc2cccc(Cl)c2C)cc1C(C)CN1CCNCC1,0.66,0.23,1.0,1.67,0.32,0.15,3.42
S=C1N[C@H](c2ccccn2)[C@@H](C2CC2)N1c1ccc(OC2CCCC2)cc1,0.76,0.2,1.0,1.3,0.77,0.0,3.36
Cc1ccc(Nc2nc(NN=Cc3ccccc3I)nc(N3CCOCC3)n2)cc1,0.58,0.36,1.0,1.76,0.29,0.0,2.51
CC[C@H](C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCCN(CCCl)CCCl)c(Cl)c1,0.77,0.63,1.0,2.79,0.16,0.51,3.52
Cc1ccc(N2C(=O)/C(=C/c3cccc(Oc4ccccc4)c3)SC2=S)cc1,0.88,0.32,1.0,3.97,0.38,0.0,2.06
CC[C@@H](C(=O)NC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(F)c(F)c1,0.63,0.02,1.0,2.49,0.3,0.03,3.06
O=c1c2ccccc2nc(-c2cc3cc(Cl)ccc3o2)n1N=Cc1ccc(Cl)cc1,0.5,0.08,1.0,3.4,0.33,0.01,2.42
COCCCN1C(=O)C(=O)C(=C(Cl)c2ccc(Cl)cc2)[C@H]1c1cc(OC)ccc1OC,0.67,0.09,1.0,1.73,0.33,0.0,2.93
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OCCCN1CCOCC1,0.67,0.39,1.0,2.63,0.16,0.04,2.8
CN(CC(=O)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O)C(=O)c1ccc(Cl)cc1,0.87,0.07,0.99,2.32,0.35,0.01,2.65
Cc1cccn2c(=O)c(/C=C3\SC(=S)N(CCN4CCOCC4)C3=O)c(N[C@H](C)c3ccccc3)nc12,0.72,0.47,1.0,0.87,0.36,0.01,3.2
CCCCN(CCCC)CCCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)[C@H]1C1CC1,0.8,0.34,1.0,1.73,0.43,0.06,3.0
CN1CCN(C(=O)Nc2ccc3nc4c5ccccc5c5ccccc5c4nc3c2)CC1,0.81,0.52,0.99,2.79,0.31,0.03,2.27
CC(C)CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)CSCc1cccc(Cl)c1,0.69,0.06,1.0,1.97,0.6,0.0,2.69
C=C/C=C\C(=C/C)N1C(=O)C(=Cc2ccc(OCc3ccc4c(c3)OCO4)c(I)c2)C(=O)N=C1SCC(=O)NC1CC1,0.68,0.32,1.0,1.67,0.15,0.02,3.49
COc1ccc(C(=O)Oc2ccc(Br)cc2)c(C=C2N=C(c3ccc(Cl)cc3Cl)OC2=O)c1,0.19,0.05,0.99,3.51,0.21,0.01,2.52
COc1ccc(-c2nc3ccc(N4CCN(C5CC5)CC4)cc3nc2-c2ccc(OC)cc2)cc1,0.72,0.52,0.99,3.07,0.39,0.15,2.27
O=C(Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1)c1ccc2c(c1)[C@H]1[C@H](C3CN(CC(F)(F)F)CC[C@@H]31)[C@H](c1ccccc1)N2,0.8,0.12,1.0,2.64,0.19,0.04,4.09
Cc1ccc(CN(CC(=O)N(Cc2ccc(Cl)cc2Cl)[C@@H](Cc2ccccc2)C(=O)NC(C)C)C(=O)NC2CCN(C)CC2)cc1,0.59,0.08,1.0,2.45,0.25,0.03,3.25
Cc1ccc(S(=O)(=O)N(CC(=O)N(C)CCO)c2ccc(Br)cc2)cc1,0.66,0.04,1.0,1.19,0.72,0.0,2.17
CNc1nnc(SCC(=O)Nc2cc([N+](=O)[O-])ccc2Cl)n1C,0.83,0.79,1.0,0.74,0.46,0.0,2.4
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Cl)c(OCC2CCCN(C)C2)c(Cl)c1,0.9,0.27,1.0,2.4,0.33,0.52,3.27
CN(C)CCNC(=O)[C@@H](c1ccccc1)N(C)C(=O)CCc1ccc(S(=O)(=O)N2CCCC2)cc1,0.42,0.21,0.91,0.42,0.51,0.0,2.74
COC(=O)c1cccc(-n2c(C)cc([C@H]3[C@H](Cc4ccc(Cl)cc4)NC(=S)N3c3ccc(Oc4ccccc4)cc3)c2C)c1,0.33,0.04,1.0,3.73,0.14,0.02,3.52
CN(C)Cc1nc(Nc2ccccc2)nc(N2CCCCC2)n1,1.0,0.09,1.0,1.36,0.92,0.01,2.18
COCCCN1C(=O)C(=O)C(=C(OC)c2ccccc2)[C@H]1c1cc(OC)ccc1OC,0.67,0.1,1.0,0.96,0.27,0.0,2.85
CN1CCC(CSc2nc(-c3cccs3)cc(-c3ccc(Cl)cc3)c2C#N)CC1,0.95,0.28,1.0,3.56,0.43,0.02,2.54
CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccccc3OCCCN(C)C)c(=O)n2[C@@H]1c1cccs1,0.64,0.22,0.99,1.3,0.21,0.05,3.2
COc1ccc(CCN(Cc2ccc(F)cc2F)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1OC,0.76,0.24,1.0,2.36,0.34,0.02,2.61
COC(=O)c1ccc(NC(=O)Nc2ccc(C34CCN(CC3)CC4)cc2)cc1,0.9,0.12,0.83,1.25,0.79,0.04,2.96
COc1ccc(C(=O)NCc2nnc(SCCC3CC3)n2C)cc1,0.89,0.32,1.0,1.39,0.74,0.0,2.15
[N-]=[N+]=N[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@H]1Cc1ccc(Br)cc1,0.69,0.99,0.97,-0.65,0.49,0.0,3.77
COc1cc([N+](=O)[O-])ccc1N1C[C@H](C(=O)NCc2ccccc2)CC1=O,0.79,0.82,1.0,0.75,0.62,0.0,2.47
CCOc1ccc(N(CC(=O)N(C)Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cc1,0.48,0.07,1.0,2.61,0.49,0.0,2.06
CN(C)CCCN=Cc1c(C(C)(C)C)cc(O)c([N+](=O)[O-])c1O,0.87,0.03,0.98,0.23,0.36,0.06,3.13
CC(C)(C)c1cc(/C=N/[C@H]2[CH]CCCC2)c(O)c([N+](=O)[O-])c1,0.63,0.22,1.0,0.64,0.52,0.0,3.65
CCN1CCC(n2nc(NCc3cccc(Br)c3)nc2S(=O)(=O)c2ccc(C)cc2)CC1,0.87,0.25,1.0,2.01,0.5,0.1,2.68
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3ccccc3)c(=O)n2[C@@H]1c1cccs1,0.51,0.09,1.0,1.4,0.41,0.0,2.93
C=CCOc1ccc([C@@H]2C(CN3CCNCC3)=C(C)N=c3s/c(=C/c4ccc(OC(C)C)c5ccccc45)c(=O)n32)cc1,0.51,0.25,1.0,1.1,0.29,0.1,3.55
COc1ccc(C2=C(N3CCN(c4cccc(Cl)c4)CC3)C(=O)N=C2N2CCN(c3cccc(Cl)c3)CC2)cc1,0.45,0.04,1.0,2.59,0.41,0.11,2.68
CC(C)(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cccc(F)c1,0.96,0.35,1.0,2.22,0.59,0.0,2.52
C[C@H](Sc1ccc(NC(=O)c2ccccc2)cc1)C(=O)Nc1cccc(C(=O)N2CCN(C)CC2)c1,0.44,0.1,0.8,2.19,0.47,0.01,2.52
CCOC(=O)C1=C(c2ccccc2)N=c2sc(=Cc3cc(Br)c(OC)c(OC)c3)c(=O)n2[C@H]1c1ccc(F)cc1,0.56,0.08,1.0,1.77,0.28,0.01,3.11
CCOc1ccc(N(CC(=O)N(C)C)S(=O)(=O)c2ccc(OC)c(OC)c2)cc1,0.72,0.08,1.0,1.25,0.62,0.0,2.11
CCOC(=O)c1c(NC(=O)C=Cc2ccc(F)cc2)sc(C(C)=O)c1C,0.9,0.23,1.0,2.4,0.47,0.0,2.22
CCOc1cc(C=Nn2c(-c3cc4cc(Cl)ccc4o3)nc3ccccc3c2=O)c(Br)cc1OCCCN1CC2(C1)CS(=O)(=O)C2,0.7,0.23,1.0,1.83,0.13,0.08,3.73
Cc1c(CC(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)NCC(F)(F)F)c(=O)oc2c(C)c3occ(C(C)(C)C)c3cc12,0.55,0.22,1.0,2.0,0.2,0.03,3.52
CN1CCN(Cc2ccc(S(=O)(=O)N(Cc3ccc(Cl)c(Cl)c3)Cc3ccc(/C=N/c4cccc(Cl)c4)o3)cc2)CC1,0.66,0.05,1.0,3.79,0.17,0.18,2.75
CN1CCC(N(Cc2ccccc2)C(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(OCCO)cc2)CC1,0.36,0.06,0.99,1.57,0.37,0.01,2.42
CCCCc1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)ccc1OCC1CCCN(C)C1,0.92,0.26,1.0,2.33,0.34,0.7,3.17
CCN(CC)c1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2N2CCC(Cc3ccccc3)CC2)c(C(N)=O)c1,0.62,0.57,1.0,2.76,0.27,0.0,2.52
CCCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Br)c(OC2CCN(C)CC2)c(OCc2cccc(F)c2)c1,0.85,0.3,1.0,3.69,0.16,0.32,2.96
CCOC(=O)c1c(NC(=O)/C=C/c2ccc(Cl)c(Cl)c2)sc(C(C)=O)c1C,0.85,0.12,1.0,3.09,0.38,0.0,2.32
Cc1ccc2nc(-c3cccc(C#N)c3)oc2c1,0.81,0.39,1.0,2.28,0.64,0.0,2.0
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)CCCN(c1cccc(C)c1C)S(C)(=O)=O,0.72,0.11,1.0,0.91,0.48,0.0,3.24
CCOc1ccc(N(CC(=O)N(Cc2ccc(F)cc2)[C@H](CC)C(=O)N[C@H](C)CC)S(=O)(=O)c2ccc(C)cc2)cc1,0.22,0.07,1.0,1.98,0.27,0.01,3.29
Cc1ccc(-n2c(SCC(=O)Nc3cccc(Cl)c3Cl)nnc2-c2ccc(Br)cc2)c(C)c1,0.75,0.06,1.0,4.54,0.25,0.0,2.25
COc1cccc(CN(C(=O)CN(c2ccc([N+](=O)[O-])cc2)S(C)(=O)=O)[C@@H](Cc2ccccc2)C(=O)NC(C)C)c1,0.27,0.25,1.0,0.92,0.24,0.0,3.06
Cc1ccc(S(=O)(=O)n2nc(N3CCN(C)CC3)nc2NCc2cccc(Br)c2)cc1,0.67,0.11,1.0,1.13,0.55,0.01,2.54
CCOC(=O)c1c(C)sc(N[C@@H](NC(=O)c2ccco2)C(=O)c2ccc(Cl)cc2)c1C,0.64,0.09,1.0,1.75,0.28,0.0,3.12
CCCCCCCC[Si](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(F)cc1,0.38,0.03,1.0,3.52,0.21,0.05,2.48
COc1ccc(C(=O)N/C(=C/c2ccc(Cl)cc2)C(=O)Nc2ccccc2Cl)c(Cl)c1,0.5,0.35,0.99,3.83,0.43,0.0,2.1
CC[C@@H](C)NC(=O)[C@@H](CC)N(Cc1ccc(Cl)cc1)C(=O)CN(C)c1ccc(Cl)cc1,0.79,0.1,1.0,2.02,0.53,0.01,3.08
COc1ccccc1-c1ccc(C(=CNC(=O)c2ccccc2)C(=O)Nc2ccc(F)cc2)o1,0.42,0.39,1.0,3.07,0.36,0.0,2.4
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(-c4cccc(C(=O)OC)c4)o3)c(=O)n2[C@@H]1c1ccc(CN2CCN(C)CC2)cc1,0.62,0.13,1.0,0.68,0.27,0.05,3.29
Cc1cc([C@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(F)c(F)c2)c(C)n1-c1ccccc1C(=O)O,0.32,0.04,0.97,1.71,0.34,0.01,3.62
COC(=O)c1c(NC(=O)CCCOc2ccc(Cl)cc2Cl)sc(C(N)=O)c1C,0.86,0.26,1.0,2.27,0.47,0.0,2.23
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccccc2F)C(C)C)c2cc(Cl)ccc2Cl)cc1,0.73,0.04,1.0,3.49,0.36,0.01,2.39
CCOC(=O)C1=C(C(F)(F)F)N=c2s/c(=C\c3cc(Cl)cc(I)c3Oc3ccc(Cl)cc3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,0.47,0.05,1.0,3.27,0.15,0.04,3.52
CCOc1ccc(N2C(=O)c3cc(S(=O)(=O)Nc4ccc(C)cc4)ccc3N(CCN(C)C)[C@H]2c2ccc([N+](=O)[O-])cc2)cc1,0.3,0.2,0.95,2.31,0.16,0.02,3.23
CCn1c(CNC(=O)COc2cc(C)ccc2C(C)C)nnc1SCC(=O)Nc1cccc(C2CC2)c1,0.66,0.19,1.0,2.64,0.32,0.0,2.49
Cc1sc(C(=O)OC(C)C)c(C(=O)OC(C)C)c1N=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=N)O,0.34,0.05,0.99,2.1,0.11,0.03,3.78
CC(C)[C@H]1NC(=O)Cc2cccc(c2)OCCn2cc(nn2)CCN(Cc2ccccc2)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,0.15,0.24,0.76,-65.54,0.3,0.02,5.65
CCCN1C(=O)C[C@@]2(C(=O)Nc3ccccc32)C(C(=O)[O-])[C@H]2C=C(C)c3cc(C)ccc3N21,0.63,0.08,0.97,-5.44,0.78,0.01,4.78
CN1CCC(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](N)Cc2c[nH]c3ccccc23)CC1,0.21,0.07,0.92,-1.63,0.26,0.04,3.67
COc1ccccc1N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1c3ccccc3C=CN1[C@H]2C(=O)NCc1ccc(Cl)cc1,0.74,0.17,1.0,0.69,0.52,0.01,3.62
CC[C@H](C(=O)NC(C)(C)C)N(Cc1ccccc1C)C(=O)CN(c1ccc(F)c(F)c1)c1cc(OC)ccc1OC,0.44,0.08,1.0,2.46,0.3,0.02,3.29
CCCC1=C(C(=O)OCC)[C@H](c2ccc3c(c2)OCO3)n2c(sc(=Cc3ccco3)c2=O)=N1,0.6,0.07,1.0,0.23,0.52,0.0,3.26
CCCCNC(=O)[C@@H](Cc1ccccc1)N(Cc1ccccc1)C(=O)COc1ccc(Cl)cc1,0.46,0.14,1.0,2.73,0.36,0.01,2.56
COc1cc(C=N)cc(I)c1OS(=O)(=O)c1ccc(C)cc1,0.38,0.16,1.0,1.44,0.45,0.0,2.53
Cc1ccc(Oc2ccc(S(=O)(=O)Nc3ccc(C(=O)NC[C@]4(N5CCOCC5)CCSC4)cc3)cc2)c(C)c1,0.39,0.14,1.0,1.74,0.37,0.01,3.13
COc1ccccc1N1CCN(CC(=O)N(Cc2ccccc2)C(=O)[O-])CC1,0.97,0.17,1.0,0.12,0.75,0.15,2.36
CCOc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc([N+](=O)[O-])c1OCCCN(C)C,0.71,0.67,1.0,2.38,0.09,0.01,2.88
CCOc1cc(C=Nn2c(-c3cc4cc(C(F)(F)F)ccc4o3)nc3ccccc3c2=O)c(Br)cc1OCc1cccc(C(=O)O)c1,0.29,0.19,0.99,4.19,0.15,0.02,3.01
CCOC(=O)C1=C(NC(=O)c2ccc(F)cc2F)S/C(=C\c2ccc(OCC(C)C)c(OCC)c2)C1=O,0.24,0.13,1.0,2.57,0.25,0.01,2.68
CCc1ccc(N2C(=O)C(=Cc3ccc(F)cc3F)C2=Nc2ccc(F)cc2)cc1,0.69,0.13,1.0,3.1,0.4,0.02,2.57
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)Cc1cccc(F)c1)C(=O)O,0.4,0.23,0.46,-0.0,0.38,0.0,2.83
CCCCCCCCCCCCCCCCCCOC(=O)c1ccc(F)cc1,0.87,0.01,1.0,5.58,0.19,0.03,1.9
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@@H](C)O)c2cc1C,0.27,0.22,0.99,-2.13,0.58,0.0,3.51
CCCCCCCCCSc1nnc(-c2ccc(F)cc2)c(-c2ccc(OC)cc2)n1,0.59,0.15,1.0,4.47,0.22,0.02,2.22
CC(C)(C)c1cc(NC(=O)CSc2nc3ccccc3n2-c2ccccc2)nn1-c1ccccc1,0.64,0.12,1.0,3.58,0.29,0.02,2.41
CC(C)CNC(=O)[C@H](Cc1ccccc1)N(C)C(=O)COc1ccc(C(C)C)cc1Br,0.58,0.13,1.0,2.17,0.52,0.0,2.74
COc1ccc(CN2CCN(C(=N)c3ccc(OC)cc3)CC2)cc1,0.74,0.11,0.91,1.84,0.67,0.06,1.89
COc1ccc([C@H](C(=O)NC2CCCCC2)N(Cc2ccccc2Cl)C(=O)Cc2c[nH]c3ccccc23)cc1OCC1CCN(C)CC1,0.74,0.06,1.0,3.29,0.17,0.06,3.28
CN(C)CCCN(C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1)N(Cc1ccc(Cl)c(Cl)c1)C(=O)[C@@H](Cc1ccccc1)N1CCN(C)CC1,0.8,0.27,1.0,2.16,0.13,0.05,3.7
CCOc1cc(C=C2NC(=O)N(CC(=O)Nc3ccc(C)cc3)C2=O)cc(Cl)c1OCc1cccc(F)c1,0.57,0.12,1.0,2.83,0.29,0.0,2.49
CCN(CC)C(=O)C1=C(C)N=c2s/c(=C/c3ccc(Sc4nc5ccccc5[nH]4)o3)c(=O)n2[C+](C)CC1,0.36,0.15,1.0,-6.36,0.37,0.02,3.75
COc1cc(C=Nn2c(-c3cc4ccccc4o3)nc3ccccc3c2=O)cc(Br)c1OC1CCNCC1,0.49,0.29,1.0,2.58,0.27,0.01,2.86
C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C5=N/OCC(=O)NC1CCCC[C@@]2(C)CC[C@H]3[C@@]4(C)CC5,0.25,0.11,1.0,-44.79,0.52,0.01,6.89
CC(C)C(N)Cc1nnc(SCC(=O)Nc2nccs2)n1-c1cccc(C(F)(F)F)c1,0.88,0.25,1.0,1.18,0.48,0.0,3.11
Cc1cc([C@@H]2[C@@H](c3ccccn3)NC(=S)N2c2ccc(Cl)cc2)c(C)n1-c1ccccc1,0.67,0.09,1.0,2.48,0.36,0.01,3.38
CCOc1cc(C=C2SC(=Nc3ccc(CC)cc3)NC2=O)cc(I)c1OCC1CCN(C)CC1,0.82,0.12,0.99,2.53,0.3,0.05,3.06
COc1ccc(C2=NN(c3ncc(C(F)(F)F)s3)[C@H](c3ccco3)C2)cc1,0.73,0.29,1.0,1.85,0.62,0.0,3.2
Cc1cnc(NC(=O)CSc2nnc([C@@H](Nc3ccccc3)C(C)C)n2C)s1,0.77,0.07,1.0,1.46,0.54,0.0,2.94
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(-c4ccccc4C(=O)OC)o3)c(=O)n2[C@@H]1c1ccc(F)c(F)c1,0.65,0.08,1.0,1.17,0.33,0.01,3.19
CCOC(=O)C1=C(C)N=c2s/c(=C\c3ccc(F)c(F)c3)c(=O)n2[C@@H]1c1ccc(OC)c(OCC)c1,0.69,0.06,1.0,0.95,0.45,0.01,3.0
CC[C@H](C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(C)cc1)C(=O)CCCN,0.55,0.2,1.0,1.13,0.6,0.0,2.91
COc1cc([C@H]2C(=C(O)c3ccccc3)C(=O)C(=O)N2c2nc3ccc(C)cc3s2)cc(OC)c1OC,0.19,0.09,1.0,2.36,0.21,0.0,2.85
CC(C)CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)CN(c1ccc(Oc2ccccc2)cc1)S(=O)(=O)c1ccccc1,0.38,0.1,1.0,2.45,0.22,0.02,2.93
CCOC(=O)c1ccc(C(=O)N(C)Cc2c(Cl)cccc2Cl)cc1,0.88,0.06,1.0,2.97,0.74,0.0,1.87
CCOc1ccc(-n2c(Cc3ccccc3)nnc2SCCN2CCN(c3ccccc3)CC2)cc1,0.81,0.11,0.99,3.03,0.28,0.32,2.24
CCCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Br)c(OCc2cccc(F)c2)c(OC2CCN(C)CC2)c1,0.84,0.31,1.0,3.69,0.16,0.31,2.95
CC(C)c1nc2ccc(Br)cc2c(=O)n1N=Cc1cc(Cl)c(OCc2ccccc2F)c(Br)c1,0.62,0.18,1.0,3.96,0.22,0.01,2.7
COc1ccc(CN(C(=O)CCc2ccc(S(=O)(=O)N3CCCC3)cc2)[C@H](Cc2ccccc2)C(=O)NC2CCCN(C)C2)cc1,0.31,0.18,1.0,1.08,0.3,0.02,3.34
CC[C@@H](C(=O)NC(C)C)N(Cc1ccc(Cl)cc1)C(=O)CN(c1ccc(Cl)cc1)S(C)(=O)=O,0.73,0.05,1.0,1.49,0.52,0.0,2.9
O=C(NC(=S)Nc1cc([N+](=O)[O-])ccc1Cl)c1ccccc1,0.9,0.82,1.0,2.26,0.51,0.0,1.84
COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(F)c(Cl)c3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1,0.35,0.12,1.0,1.57,0.21,0.02,3.58
COc1ccc(NC(=O)CN(Cc2ccc(Cl)cc2Cl)S(=O)(=O)c2ccccc2)cc1,0.66,0.05,1.0,3.08,0.5,0.0,2.01
CC(C)CN(Cc1cccc(S(=O)(=O)Oc2ccccc2C(=O)OC(C)C)c1)C(=O)c1ccccc1F,0.52,0.06,1.0,2.97,0.26,0.0,2.46
CCc1ccccc1NC(=O)CN1C(=O)NC(=Cc2ccc(Br)cc2)C1=O,0.96,0.23,1.0,1.95,0.57,0.0,2.2
CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(-c4ccccc4C(=O)OC)o3)c(=O)n2[C@@H]1c1ccc(F)nc1,0.59,0.1,1.0,0.53,0.27,0.0,3.29
CC(C)CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](OC(=O)c2ccccc2)C(C)(C)[C@@H]1CC3,0.48,0.07,1.0,4.11,0.26,0.03,4.4
CCOC(=O)C1=C(C)N=c2s/c(=C/c3cc(Br)ccc3OCc3ccccc3)c(=O)n2[C@@H]1C(C)C,0.49,0.1,1.0,1.67,0.4,0.0,3.14
Cc1cc([C@H]2[C@H](c3ccccn3)NC(=S)N2c2ccc(NC(=O)COc3ccccc3)cc2)c(C)n1CC1CCN(C)CC1,0.59,0.1,0.98,1.9,0.22,0.05,3.69
Cc1cc(C(=O)CSc2cccc[n+]2[O-])c(C)n1-c1ccc(N2CCN(C)CC2)cc1,0.68,0.18,0.97,1.43,0.26,0.04,2.59
CC(C)NC(=O)[C@H](Cc1ccccc1)N(Cc1ccccc1F)C(=O)CN(C)c1cc(Cl)ccc1Cl,0.72,0.1,1.0,2.56,0.36,0.02,2.97
CN(C)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccccc1,0.94,0.09,1.0,1.28,0.84,0.0,1.92
CC(C)c1ccc2oc(-c3cccc(NC(=S)NC(=O)c4ccc(N5CCCC5)c(C(F)(F)F)c4)c3)nc2c1,0.61,0.22,1.0,4.12,0.25,0.02,2.61
COc1ccc(/C(N)=N/OC(=O)C2CCC(N3CCN(C)CC3)CC2)cc1OC,0.87,0.18,0.9,0.33,0.33,0.05,2.46
CC(C)[C@H](Cc1ccccc1)C(=O)N(Cc1ccc(Cl)c(Cl)c1)N(CCCN(C)C)C(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1,0.65,0.07,1.0,3.49,0.11,0.04,3.56
CCCCOc1ccc(C2=N/C(=C/c3cccc(O)c3)C(=O)O2)cc1,0.28,0.36,1.0,2.21,0.49,0.0,2.2
CCCCNC(=O)[C@H](Cc1ccccc1)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN(c1ccc(F)cc1)S(=O)(=O)c1ccc(Br)cc1,0.56,0.06,1.0,3.69,0.13,0.04,3.13
CC(C)c1nc(Cc2ccc(NC(=O)COc3ccc4c(c3)CCC4)cc2)no1,0.9,0.47,1.0,2.39,0.65,0.0,2.26
CN1CCN(CCCOc2ccccc2OCc2nc3ccccc3nc2-c2ccc(Cl)cc2)CC1,0.86,0.23,0.99,3.18,0.28,0.6,2.34
COc1cccc(CN(C(=O)CN(C)Cc2ccccc2)S(=O)(=O)c2ccc(OC)c(OC)c2)c1,0.6,0.04,1.0,1.79,0.4,0.0,2.34
COc1ccc(-c2cc(C(=O)Nc3c(C(=O)NC4CCN(C5CC5)CC4)oc4ccccc34)no2)cc1,0.91,0.47,1.0,2.34,0.38,0.14,2.55
CC(C)[C@H]1NC(=O)Cc2cccc(c2)OCCn2cc(nn2)CCN(Cc2ccccc2Cl)CCNC(=O)[C@H](Cc2ccccc2)NC1=O,0.16,0.23,0.94,-65.17,0.29,0.02,5.72
COCc1ccc(OC(=O)c2cc(Cl)cc(Cl)c2)cc1[N+](=O)[O-],0.89,0.43,1.0,2.47,0.35,0.0,2.18
O=C(CN1C(=O)S/C(=C/c2ccc(-c3ccc(Cl)c([N+](=O)[O-])c3)o2)C1=O)Nc1ccc(F)cc1,0.56,0.45,1.0,2.9,0.28,0.0,2.44
CCCCCCCC/C=C\CCCCCCCCCN(C(=O)NC1CCCCC1)C(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)NC1CCCCC1,0.79,0.38,0.91,0.81,0.04,0.03,4.64
CCCc1nc2ccc(Br)cc2c(=O)n1/N=C/c1cc(Cl)c(OC2CCCN(C)C2)c(Cl)c1,0.88,0.31,1.0,2.19,0.36,0.55,3.29
CCCN(Cc1nnc(-c2cccs2)o1)C(=O)c1ccc(CN2CCN(C)CC2)cc1,0.91,0.24,0.99,1.77,0.53,0.05,2.38
CCOC(=O)Oc1c2c(c(OC(=O)OCC)c3c1C(=O)c1cccc(O)c1C3=O)[C@@H](O)CC[C@](O)(C(C)=O)C2,0.17,0.7,0.95,-4.17,0.24,0.02,4.03
C=CCOc1ccc([C@@H]2C(=C(O)c3ccc4c(c3)OCCO4)C(=O)C(=O)N2CCCN2CCOCC2)cc1,0.21,0.09,0.97,0.66,0.23,0.02,3.05
COc1ccc(-c2nc3ccc(C(=O)N4CCN(C)CC4)cc3nc2-c2ccc(OC)cc2)cc1,0.39,0.3,0.96,2.55,0.43,0.03,2.18
Cc1cc(Cl)c2oc(=O)cc(CSc3nnc(C4CC4)n3N)c2c1,0.95,0.24,1.0,1.17,0.44,0.0,2.67
COc1ccc2c(c1)C=C(C(=O)Nc1nc(-c3ccc4c(c3)CCCC4)cs1)C2=NCCN(C)C,0.8,0.75,1.0,2.19,0.51,0.06,2.89
Cc1ccc(-c2cc(-c3ccccc3)nc3sc(C(=O)NC4CCN(C)CC4)c(N)c23)cc1,0.83,0.58,0.99,3.03,0.43,0.42,2.35
COC(=O)c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)ccc1Cl,0.87,0.01,1.0,1.71,0.75,0.0,1.87
CCOc1cc(Br)c(Br)c(/C=N/c2cc(C3CCN(C)CC3)ccc2C)c1O,0.95,0.14,1.0,2.98,0.49,0.96,2.88
O=c1[nH]c(=O)n(-c2cc3c4c(c2)[C@@H](c2ccccc2)CCN4CC[C@@H]3c2ccccc2)c(=O)[nH]c1=O,0.34,0.1,0.7,-21.35,0.44,0.02,3.5
COc1ccc(C2=C(N3CCN(c4cccc(Cl)c4)CC3)N=C2O)cc1,0.68,0.04,1.0,1.88,0.89,0.09,2.42
